,Depth ID,Acquisitio,Acquisit_1,Info Time(,Info Tim_1,Underwater,Dive Count,Average Di,Maximum Di,Layer 1 Pe,Layer 2 Pe,Layer 3 Pe,Layer 4 Pe,Layer 5 Pe,Layer 6 Pe,Layer 7 Pe,Layer 8 Pe,Layer 9 Pe,Layer 10 P,Layer 1 Di,Layer 2 Di,Layer 3 Di,Layer 4 Di,Layer 5 Di,Layer 6 Di,Layer 7 Di,Layer 8 Di,Layer 9 Di,Layer 10 D,Calculated,Calculat_1,geometry
170,171,2020.07.24 06:00:00,2020.07.24 04:00:00,7200.0,0 days 02:00:00,0.94922,12.0,621.0,9.0,0.05859,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859871.5694983965,1673363.2993576427,POINT (16.093594 37.94643699214811)
171,172,2020.07.24 08:00:00,2020.07.24 06:00:00,7200.0,0 days 02:00:00,0.94922,20.0,304.0,13.0,0.11328,0.57422,0.24609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859761.298974697,1673151.2467298643,POINT (16.09218 37.94459899214716)
172,173,2020.07.24 10:00:00,2020.07.24 08:00:00,7200.0,0 days 02:00:00,0.94141,4.0,1506.0,11.0,0.01953,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859852.725059575,1673258.50941313,POINT (16.093297 37.94550299214763)
173,174,2020.07.24 12:00:00,2020.07.24 10:00:00,7200.0,0 days 02:00:00,0.94141,60.0,137.0,11.0,0.50391,0.39453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859873.258926405,1673843.2975733182,POINT (16.09400067407485 37.95077629587547)
174,175,2020.07.24 14:00:00,2020.07.24 12:00:00,7200.0,0 days 02:00:00,0.98047,43.0,157.0,9.0,0.53516,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860331.207942003,1674206.6071592914,POINT (16.099456 37.95373099215178)
175,176,2020.07.24 16:00:00,2020.07.24 14:00:00,7200.0,0 days 02:00:00,0.93359,9.0,779.0,11.0,0.04297,0.76172,0.12109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860351.563981953,1674304.591268636,POINT (16.0997646648093 37.95460232683487)
176,177,2020.07.24 18:00:00,2020.07.24 16:00:00,7200.0,0 days 02:00:00,0.94141,24.0,251.0,13.0,0.22266,0.31641,0.37891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860473.428603772,1674216.4199638297,POINT (16.101067 37.95371699215179)
177,178,2020.07.24 20:00:00,2020.07.24 18:00:00,7200.0,0 days 02:00:00,0.51953,39.0,115.0,11.0,0.25391,0.04297,0.19141,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,36.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859928.070844167,1674330.4570290593,POINT (16.09501199999999 37.95514199215247)
178,179,2020.07.24 22:00:00,2020.07.24 20:00:00,7200.0,0 days 02:00:00,0.14453,21.0,50.0,5.0,0.13672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859809.080202325,1674130.199893349,POINT (16.093509 37.95341699215161)
179,180,2020.07.25 00:00:00,2020.07.24 22:00:00,7200.0,0 days 02:00:00,0.00391,0.0,0.0,1.0,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859808.561620931,1674144.8664500609,POINT (16.093515 37.95354999215167)
180,181,2020.07.25 02:00:00,2020.07.25 00:00:00,7200.0,0 days 02:00:00,0.91016,38.0,173.0,5.0,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859594.339825017,1673206.6027261459,POINT (16.090343 37.94521999214748)
181,182,2020.07.25 04:00:00,2020.07.25 02:00:00,7200.0,0 days 02:00:00,0.94922,21.0,321.0,15.0,0.16797,0.08203,0.68359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,12.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859407.332296888,1672441.2709161108,POINT (16.087618 37.93843399214405)
182,183,2020.07.25 06:00:00,2020.07.25 04:00:00,7200.0,0 days 02:00:00,0.96484,7.0,901.0,13.0,0.02734,0.04297,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859385.732114951,1672475.2675053987,POINT (16.087402 37.93875699214419)
183,184,2020.07.25 08:00:00,2020.07.25 06:00:00,7200.0,0 days 02:00:00,0.94922,6.0,1261.0,13.0,0.02734,0.06641,0.85547,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859382.282846058,1672451.548944971,POINT (16.087344 37.93854499214411)
184,185,2020.07.25 10:00:00,2020.07.25 08:00:00,7200.0,0 days 02:00:00,0.96484,3.0,1887.0,13.0,0.01172,0.01172,0.93359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859414.572751627,1672533.5215463687,POINT (16.087774 37.93926299214448)
185,186,2020.07.25 12:00:00,2020.07.25 10:00:00,7200.0,0 days 02:00:00,0.94922,4.0,1926.0,13.0,0.01953,0.01953,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859437.374297688,1672510.0156233066,POINT (16.088012 37.93903399214434)
186,187,2020.07.25 14:00:00,2020.07.25 12:00:00,7200.0,0 days 02:00:00,0.94922,7.0,902.0,13.0,0.02734,0.05078,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859434.217626925,1672477.252510728,POINT (16.08795 37.93873999214419)
187,188,2020.07.25 16:00:00,2020.07.25 14:00:00,7200.0,0 days 02:00:00,0.94922,10.0,657.0,13.0,0.04297,0.03516,0.86328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859368.2315727025,1672411.0613845151,POINT (16.087153 37.93818899214391)
188,189,2020.07.25 18:00:00,2020.07.25 16:00:00,7200.0,0 days 02:00:00,0.93359,11.0,641.0,13.0,0.04297,0.07422,0.80859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859388.856764569,1672478.7234811035,POINT (16.08744 37.93878599214423)
189,190,2020.07.25 20:00:00,2020.07.25 18:00:00,7200.0,0 days 02:00:00,0.94922,15.0,526.0,13.0,0.05078,0.05078,0.83984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859375.232508221,1672160.7068612764,POINT (16.08703 37.93591999214281)
190,191,2020.07.25 22:00:00,2020.07.25 20:00:00,7200.0,0 days 02:00:00,0.95703,5.0,1135.0,17.0,0.03516,0.03516,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859410.598162543,1671948.0002188801,POINT (16.08725699999999 37.93397099214181)
191,192,2020.07.26 00:00:00,2020.07.25 22:00:00,7200.0,0 days 02:00:00,0.94141,4.0,1985.0,21.0,0.02734,0.01953,0.87891,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859395.4678405635,1671571.588911908,POINT (16.08678299999999 37.93057799214009)
192,193,2020.07.26 02:00:00,2020.07.26 00:00:00,7200.0,0 days 02:00:00,0.84766,5.0,1230.0,23.0,0.02734,0.03516,0.23047,0.55078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4858531.66422978,1670952.1121816146,POINT (16.07655098399776 37.9255980051902)
193,194,2020.07.26 04:00:00,2020.07.26 02:00:00,7200.0,0 days 02:00:00,0.95703,19.0,323.0,15.0,0.06641,0.22266,0.65234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857744.519897963,1670660.9638497687,POINT (16.067448 37.92353099213648)
194,195,2020.07.26 06:00:00,2020.07.26 04:00:00,7200.0,0 days 02:00:00,0.95703,4.0,1514.0,13.0,0.01953,0.15234,0.78516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857610.1285846215,1670397.2862437624,POINT (16.06572199999999 37.92124299213536)
195,196,2020.07.26 08:00:00,2020.07.26 06:00:00,7200.0,0 days 02:00:00,0.95703,4.0,1977.0,15.0,0.01172,0.01172,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857620.37763664,1670424.086032177,POINT (16.065859 37.9214779921355)
196,197,2020.07.26 10:00:00,2020.07.26 08:00:00,7200.0,0 days 02:00:00,0.95703,6.0,1041.0,15.0,0.01953,0.01172,0.92578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857693.359812934,1670406.3295825212,POINT (16.066667 37.92126499213538)
197,198,2020.07.26 12:00:00,2020.07.26 10:00:00,7200.0,0 days 02:00:00,0.95703,45.0,178.0,23.0,0.19141,0.03516,0.67578,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,38.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4857672.777909981,1670521.9630637576,POINT (16.06652800823571 37.92232549427834)
198,199,2020.07.26 14:00:00,2020.07.26 12:00:00,7200.0,0 days 02:00:00,0.96484,20.0,343.0,13.0,0.18359,0.73047,0.04297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857667.615932861,1670588.1209097342,POINT (16.06652300004209 37.92292749230597)
199,200,2020.07.26 16:00:00,2020.07.26 14:00:00,7200.0,0 days 02:00:00,0.96484,9.0,699.0,11.0,0.02734,0.75391,0.17578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857744.106134572,1670594.5839388343,POINT (16.06739 37.92293099213622)
200,201,2020.07.26 18:00:00,2020.07.26 16:00:00,7200.0,0 days 02:00:00,0.95703,4.0,1553.0,11.0,0.01953,0.91797,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857667.659099383,1670592.4922684117,POINT (16.06652699836251 37.92296699311293)
201,202,2020.07.26 20:00:00,2020.07.26 18:00:00,7200.0,0 days 02:00:00,0.94922,16.0,505.0,11.0,0.06641,0.83203,0.05078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857558.726973325,1670420.2590583088,POINT (16.06516132830735 37.92148766012385)
202,203,2020.07.26 22:00:00,2020.07.26 20:00:00,7200.0,0 days 02:00:00,0.95703,9.0,595.0,15.0,0.04297,0.19922,0.70703,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4857599.321047838,1670454.2601903845,POINT (16.065646 37.9217659921356)
203,204,2020.07.27 00:00:00,2020.07.26 22:00:00,7200.0,0 days 02:00:00,0.93359,19.0,429.0,13.0,0.12891,0.20703,0.58984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4856748.045712071,1670077.8677114141,POINT (16.055753 37.91897299213421)
204,205,2020.07.27 02:00:00,2020.07.27 00:00:00,7200.0,0 days 02:00:00,0.96484,42.0,177.0,11.0,0.51953,0.40234,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4854206.146451352,1667298.3449896174,POINT (16.02489714606279 37.89565340763567)
205,206,2020.07.27 04:00:00,2020.07.27 02:00:00,7200.0,0 days 02:00:00,0.98047,123.0,57.0,13.0,0.83984,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850884.774544863,1663627.0317731488,POINT (15.98458101376138 37.86480945779448)
206,207,2020.07.27 06:00:00,2020.07.27 04:00:00,7200.0,0 days 02:00:00,0.98828,141.0,50.0,15.0,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,141.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4847563.402638373,1659955.7185566803,POINT (15.94430255457894 37.83394667042121)
207,208,2020.07.27 08:00:00,2020.07.27 06:00:00,7200.0,0 days 02:00:00,0.98828,142.0,50.0,13.0,0.88672,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844242.030731883,1656284.4053402115,POINT (15.90406171578874 37.80306507164159)
208,209,2020.07.27 10:00:00,2020.07.27 08:00:00,7200.0,0 days 02:00:00,0.92578,124.0,54.0,17.0,0.80859,0.01953,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840920.658825394,1652613.092123743,POINT (15.86385844467909 37.77216468751808)
209,210,2020.07.27 12:00:00,2020.07.27 10:00:00,7200.0,0 days 02:00:00,0.98828,121.0,59.0,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4837599.286918904,1648941.7789072744,POINT (15.82369268855368 37.74124554404991)
210,211,2020.07.27 14:00:00,2020.07.27 12:00:00,7200.0,0 days 02:00:00,0.96484,115.0,60.0,69.0,0.83984,0.00391,0.01172,0.00391,0.01172,0.01172,0.01953,0.00391,0.00391,0.00391,114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4834277.915012414,1645270.4656908058,POINT (15.7835643947319 37.7103076671732)
211,212,2020.07.27 16:00:00,2020.07.27 14:00:00,7200.0,0 days 02:00:00,0.98828,130.0,55.0,5.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4830956.543105924,1641599.152474337,POINT (15.74347351054911 37.67935108276108)
212,213,2020.07.27 18:00:00,2020.07.27 16:00:00,7200.0,0 days 02:00:00,0.98047,131.0,54.0,49.0,0.83984,0.00391,0.01172,0.01172,0.01172,0.01172,0.00391,0.00391,0.00391,0.00391,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4827635.171199434,1637927.8392578685,POINT (15.70341998335696 37.6483758166237)
213,214,2020.07.27 20:00:00,2020.07.27 18:00:00,7200.0,0 days 02:00:00,0.98828,116.0,61.0,3.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4824313.799292944,1634256.5260414,POINT (15.66340376052368 37.61738189450831)
214,215,2020.07.27 22:00:00,2020.07.27 20:00:00,7200.0,0 days 02:00:00,0.98047,103.0,68.0,3.0,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820992.427386454,1630585.2128249314,POINT (15.62342478943436 37.58636934209942)
215,216,2020.07.28 00:00:00,2020.07.27 22:00:00,7200.0,0 days 02:00:00,0.98828,109.0,66.0,1.0,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4817671.055479965,1626913.8996084626,POINT (15.58348301749128 37.55533818501885)
216,217,2020.07.28 02:00:00,2020.07.28 00:00:00,7200.0,0 days 02:00:00,0.98828,100.0,71.0,3.0,0.92578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814349.683573475,1623242.586391994,POINT (15.54357839211413 37.5242884488258)
217,218,2020.07.28 04:00:00,2020.07.28 02:00:00,7200.0,0 days 02:00:00,0.98828,118.0,60.0,5.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4811028.311666985,1619571.2731755255,POINT (15.50371086074038 37.49322015901691)
218,219,2020.07.28 06:00:00,2020.07.28 04:00:00,7200.0,0 days 02:00:00,0.98047,126.0,57.0,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4807706.939760495,1615899.959959057,POINT (15.46388037082551 37.46213334102646)
219,220,2020.07.28 08:00:00,2020.07.28 06:00:00,7200.0,0 days 02:00:00,0.94141,69.0,97.0,71.0,0.36328,0.04297,0.38672,0.07422,0.01172,0.01172,0.01172,0.00391,0.00391,0.00391,63.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4807009.684013697,1610553.4757374374,POINT (15.45226136537167 37.41417079752277)
220,221,2020.07.28 10:00:00,2020.07.28 08:00:00,7200.0,0 days 02:00:00,0.97266,117.0,60.0,31.0,0.80078,0.02734,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,113.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4808936.544426591,1603531.8205106673,POINT (15.46880605592644 37.34934055029592)
221,222,2020.07.28 12:00:00,2020.07.28 10:00:00,7200.0,0 days 02:00:00,0.98047,148.0,48.0,3.0,0.89453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810863.404839485,1596510.165283897,POINT (15.48532412011306 37.284502480187)
222,223,2020.07.28 14:00:00,2020.07.28 12:00:00,7200.0,0 days 02:00:00,0.94922,105.0,65.0,57.0,0.55859,0.01953,0.12109,0.11328,0.04297,0.02734,0.01172,0.00391,0.00391,0.00391,101.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4812790.265252379,1589488.5100571266,POINT (15.50181567015263 37.21965657326469)
223,224,2020.07.28 16:00:00,2020.07.28 14:00:00,7200.0,0 days 02:00:00,0.96484,108.0,64.0,39.0,0.66797,0.03516,0.13672,0.04297,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,104.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4814381.747347657,1582155.1848775004,POINT (15.5143193482003 37.15219842925322)
224,225,2020.07.28 18:00:00,2020.07.28 16:00:00,7200.0,0 days 02:00:00,0.95703,84.0,76.0,73.0,0.58203,0.00391,0.01953,0.01953,0.07422,0.06641,0.12109,0.00391,0.00391,0.00391,82.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4814610.337935405,1574424.9980590523,POINT (15.511343 37.08202699170787)
225,226,2020.07.28 20:00:00,2020.07.28 18:00:00,7200.0,0 days 02:00:00,0.98047,77.0,98.0,43.0,0.82422,0.01172,0.01953,0.01953,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,75.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4812608.138438185,1569217.9684313762,POINT (15.48534955845864 37.03615667688003)
226,227,2020.07.28 22:00:00,2020.07.28 20:00:00,7200.0,0 days 02:00:00,0.97266,113.0,62.0,1.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810605.938940964,1564010.9388037,POINT (15.45939228562169 36.9902759408938)
227,228,2020.07.29 00:00:00,2020.07.28 22:00:00,7200.0,0 days 02:00:00,0.96484,101.0,69.0,29.0,0.78516,0.01172,0.08203,0.03516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4808603.739443744,1558803.9091760241,POINT (15.43347108721944 36.94438479411218)
228,229,2020.07.29 02:00:00,2020.07.29 00:00:00,7200.0,0 days 02:00:00,0.94922,95.0,72.0,19.0,0.74609,0.03516,0.10547,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806601.5399465235,1553596.879548348,POINT (15.40758586925429 36.89848324682748)
229,230,2020.07.29 04:00:00,2020.07.29 02:00:00,7200.0,0 days 02:00:00,0.96484,113.0,62.0,75.0,0.83203,0.00391,0.01172,0.01172,0.01172,0.00391,0.01953,0.00391,0.00391,0.00391,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4804599.340449302,1548389.849920672,POINT (15.38173653799984 36.85257130926164)
230,231,2020.07.29 06:00:00,2020.07.29 04:00:00,7200.0,0 days 02:00:00,0.97266,94.0,75.0,69.0,0.58984,0.02734,0.19141,0.04297,0.04297,0.00391,0.01953,0.00391,0.00391,0.00391,87.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4802597.140952082,1543182.8202929958,POINT (15.355923 36.80664899156654)
231,232,2020.07.29 08:00:00,2020.07.29 06:00:00,7200.0,0 days 02:00:00,0.95703,79.0,78.0,75.0,0.53516,0.01172,0.18359,0.07422,0.04297,0.01172,0.05078,0.00391,0.00391,0.00391,77.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4798432.17497675,1541770.4469052774,POINT (15.30875441849994 36.79647050511594)
232,233,2020.07.29 10:00:00,2020.07.29 08:00:00,7200.0,0 days 02:00:00,0.97266,115.0,66.0,41.0,0.85547,0.00391,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4794267.209001418,1540358.073517559,POINT (15.26159999999999 36.78626799155607)
233,234,2020.07.29 12:00:00,2020.07.29 10:00:00,7200.0,0 days 02:00:00,0.97266,82.0,86.0,135.0,0.69922,0.01172,0.09766,0.01953,0.01172,0.01953,0.03516,0.01172,0.01172,0.01172,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4791988.036942856,1538557.8839082546,POINT (15.2351111923531 36.77136225461755)
234,235,2020.07.29 14:00:00,2020.07.29 12:00:00,7200.0,0 days 02:00:00,0.95703,89.0,78.0,81.0,0.69141,0.02734,0.10547,0.02734,0.00391,0.01172,0.01172,0.02734,0.00391,0.00391,85.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4791623.282030688,1535960.590201328,POINT (15.22932266978925 36.74804259908315)
235,236,2020.07.29 16:00:00,2020.07.29 14:00:00,7200.0,0 days 02:00:00,0.96484,87.0,80.0,83.0,0.64453,0.02734,0.03516,0.04297,0.03516,0.02734,0.05078,0.03516,0.00391,0.00391,81.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4791258.527118519,1533363.2964944018,POINT (15.22353847569241 36.72472181069251)
236,237,2020.07.29 18:00:00,2020.07.29 16:00:00,7200.0,0 days 02:00:00,0.95703,75.0,92.0,83.0,0.59766,0.01172,0.13672,0.02734,0.01172,0.01172,0.02734,0.07422,0.00391,0.00391,72.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4792456.547262003,1530474.3020196622,POINT (15.23487480155018 36.69779091949233)
237,238,2020.07.29 20:00:00,2020.07.29 18:00:00,7200.0,0 days 02:00:00,0.96484,55.0,110.0,89.0,0.65234,0.03516,0.16797,0.01953,0.00391,0.00391,0.01172,0.02734,0.00391,0.00391,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4794367.782946035,1527037.586335966,POINT (15.253732 36.66544999149389)
238,239,2020.07.29 22:00:00,2020.07.29 20:00:00,7200.0,0 days 02:00:00,0.98047,81.0,97.0,11.0,0.86328,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4793577.743863708,1523383.6252864483,POINT (15.24253218487942 36.63281115507352)
239,240,2020.07.30 00:00:00,2020.07.29 22:00:00,7200.0,0 days 02:00:00,0.97266,60.0,114.0,21.0,0.76953,0.06641,0.09766,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4791277.029665515,1520838.0430750474,POINT (15.21537142557535 36.61115080356623)
240,241,2020.07.30 02:00:00,2020.07.30 00:00:00,7200.0,0 days 02:00:00,0.94922,73.0,94.0,61.0,0.80078,0.04297,0.01172,0.00391,0.00391,0.00391,0.02734,0.00391,0.00391,0.00391,71.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4788472.757095367,1518661.9204763523,POINT (15.18290285131787 36.59314011460911)
241,242,2020.07.30 04:00:00,2020.07.30 02:00:00,7200.0,0 days 02:00:00,0.98047,82.0,89.0,69.0,0.87891,0.00391,0.01172,0.01172,0.00391,0.00391,0.01172,0.00391,0.00391,0.00391,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4785668.484525218,1516485.7978776572,POINT (15.1504512495633 36.57511750519819)
