,Depth ID,Acquisitio,Acquisit_1,Info Time(,Info Tim_1,Underwater,Dive Count,Average Di,Maximum Di,Layer 1 Pe,Layer 2 Pe,Layer 3 Pe,Layer 4 Pe,Layer 5 Pe,Layer 6 Pe,Layer 7 Pe,Layer 8 Pe,Layer 9 Pe,Layer 10 P,Layer 1 Di,Layer 2 Di,Layer 3 Di,Layer 4 Di,Layer 5 Di,Layer 6 Di,Layer 7 Di,Layer 8 Di,Layer 9 Di,Layer 10 D,Calculated,Calculat_1,geometry
455,456,2020.08.17 04:00:00,2020.08.17 02:00:00,7200.0,0 days 02:00:00,0.95703,63.0,117.0,45.0,0.45703,0.01172,0.12891,0.05859,0.03516,0.22266,0.00391,0.00391,0.00391,0.00391,61.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4396028.885531695,1635276.2152829512,POINT (10.8455359324109 37.79171663542013)
456,457,2020.08.17 06:00:00,2020.08.17 04:00:00,7200.0,0 days 02:00:00,0.94922,72.0,95.0,45.0,0.42578,0.06641,0.11328,0.27734,0.01172,0.01953,0.00391,0.00391,0.00391,0.00391,65.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4396076.596556582,1637594.860918438,POINT (10.84633267902837 37.81275607282522)
457,458,2020.08.17 08:00:00,2020.08.17 06:00:00,7200.0,0 days 02:00:00,0.95703,118.0,58.0,59.0,0.54297,0.14453,0.05859,0.05859,0.00391,0.01172,0.05078,0.00391,0.00391,0.00391,111.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4395404.834856699,1639235.0225581985,POINT (10.83894221827439 37.82770903163108)
458,459,2020.08.17 10:00:00,2020.08.17 08:00:00,7200.0,0 days 02:00:00,0.94922,108.0,59.0,119.0,0.51953,0.01172,0.09766,0.17578,0.01172,0.00391,0.01172,0.01172,0.01172,0.02734,105.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4393541.292508208,1640921.01100944,POINT (10.81811364844482 37.84319348722946)
459,460,2020.08.17 12:00:00,2020.08.17 10:00:00,7200.0,0 days 02:00:00,0.94141,100.0,73.0,121.0,0.52734,0.01953,0.06641,0.02734,0.05859,0.05859,0.07422,0.01953,0.01172,0.01172,96.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4391677.750159718,1642606.9994606818,POINT (10.79727573124962 37.85867310877249)
460,461,2020.08.17 14:00:00,2020.08.17 12:00:00,7200.0,0 days 02:00:00,0.94922,125.0,55.0,115.0,0.66797,0.01172,0.02734,0.01172,0.01172,0.01172,0.02734,0.04297,0.01953,0.03516,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4389814.207811227,1644292.9879119233,POINT (10.77642846005483 37.87414789298323)
461,462,2020.08.17 16:00:00,2020.08.17 14:00:00,7200.0,0 days 02:00:00,0.95703,113.0,55.0,121.0,0.70703,0.00391,0.02734,0.08984,0.00391,0.00391,0.01172,0.01172,0.01172,0.00391,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4387950.665462736,1645978.9763631648,POINT (10.75557182822583 37.88961783658078)
462,463,2020.08.17 18:00:00,2020.08.17 16:00:00,7200.0,0 days 02:00:00,0.92578,44.0,167.0,101.0,0.27734,0.01953,0.08984,0.05078,0.03516,0.03516,0.07422,0.23828,0.06641,0.00391,39.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,4387229.339332666,1647425.1002346824,POINT (10.7475748239687 37.90280586229466)
463,464,2020.08.17 20:00:00,2020.08.17 18:00:00,7200.0,0 days 02:00:00,0.92578,48.0,138.0,37.0,0.55078,0.01953,0.19141,0.12891,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,46.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4387650.229421018,1648631.3595264764,POINT (10.752445647422 37.91371530391683)
464,465,2020.08.17 22:00:00,2020.08.17 20:00:00,7200.0,0 days 02:00:00,0.93359,68.0,99.0,23.0,0.81641,0.01953,0.05078,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,64.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4388071.11950937,1649837.61881827,POINT (10.75731803908869 37.92462434721246)
465,466,2020.08.18 00:00:00,2020.08.17 22:00:00,7200.0,0 days 02:00:00,0.92578,46.0,143.0,15.0,0.61328,0.20703,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4388492.0095977215,1651043.878110064,POINT (10.762192 37.9355329921426)
466,467,2020.08.18 02:00:00,2020.08.18 00:00:00,7200.0,0 days 02:00:00,0.96484,80.0,87.0,19.0,0.76172,0.02734,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386086.30980039,1649731.4363621725,POINT (10.73489777824253 37.92383619161819)
467,468,2020.08.18 04:00:00,2020.08.18 02:00:00,7200.0,0 days 02:00:00,0.96484,88.0,70.0,21.0,0.78516,0.00391,0.11328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383680.610003059,1648418.994614281,POINT (10.70761291905429 37.91213139102302)
468,469,2020.08.18 06:00:00,2020.08.18 04:00:00,7200.0,0 days 02:00:00,0.91016,38.0,190.0,91.0,0.29297,0.05078,0.27734,0.08984,0.03516,0.03516,0.03516,0.06641,0.00391,0.00391,31.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4380572.686165146,1647740.2740430972,POINT (10.672468 37.90622599212776)
469,470,2020.08.18 08:00:00,2020.08.18 06:00:00,7200.0,0 days 02:00:00,0.94922,20.0,307.0,83.0,0.19922,0.02734,0.33203,0.08203,0.05078,0.08984,0.06641,0.08203,0.00391,0.00391,16.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4378376.358959194,1649309.3226124845,POINT (10.64781100000001 37.92063699213504)
470,471,2020.08.18 10:00:00,2020.08.18 08:00:00,7200.0,0 days 02:00:00,0.93359,51.0,139.0,95.0,0.48828,0.06641,0.05859,0.02734,0.01953,0.02734,0.05859,0.14453,0.02734,0.00391,47.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4375779.110657511,1651899.671376132,POINT (10.6187 37.94433899214704)
471,472,2020.08.18 12:00:00,2020.08.18 10:00:00,7200.0,0 days 02:00:00,0.94141,45.0,155.0,87.0,0.42578,0.01172,0.14453,0.03516,0.02734,0.01953,0.09766,0.14453,0.00391,0.00391,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4375128.887206841,1653575.8886568896,POINT (10.61149222122602 37.95959754667734)
472,473,2020.08.18 14:00:00,2020.08.18 12:00:00,7200.0,0 days 02:00:00,0.92578,52.0,134.0,85.0,0.41797,0.01172,0.05078,0.03516,0.02734,0.03516,0.25391,0.06641,0.00391,0.00391,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4374914.613774765,1654551.7423441764,POINT (10.60915050104181 37.96846849517609)
473,474,2020.08.18 16:00:00,2020.08.18 14:00:00,7200.0,0 days 02:00:00,0.92578,56.0,118.0,73.0,0.48828,0.00391,0.06641,0.03516,0.01953,0.02734,0.23828,0.01953,0.00391,0.00391,54.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4374903.301989359,1655025.7828598197,POINT (10.609061 37.97277099216139)
474,475,2020.08.18 18:00:00,2020.08.18 16:00:00,7200.0,0 days 02:00:00,0.90234,32.0,207.0,71.0,0.26172,0.02734,0.07422,0.03516,0.03516,0.04297,0.40234,0.00391,0.00391,0.00391,27.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4375254.127765946,1655678.6494976503,POINT (10.613078 37.97866999216436)
475,476,2020.08.18 20:00:00,2020.08.18 18:00:00,7200.0,0 days 02:00:00,0.95703,51.0,135.0,45.0,0.47266,0.02734,0.20703,0.06641,0.12891,0.01172,0.00391,0.00391,0.00391,0.00391,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4375296.640074785,1655631.0530672132,POINT (10.61355450301758 37.97823499346546)
476,477,2020.08.18 22:00:00,2020.08.18 20:00:00,7200.0,0 days 02:00:00,0.94922,123.0,56.0,1.0,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4375339.152383624,1655583.456636776,POINT (10.614031 37.97779999216397)
477,478,2020.08.19 00:00:00,2020.08.18 22:00:00,7200.0,0 days 02:00:00,0.94141,97.0,66.0,17.0,0.69922,0.05078,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4374548.8610696625,1656068.315457875,POINT (10.60513995538631 37.9822568716788)
478,479,2020.08.19 02:00:00,2020.08.19 00:00:00,7200.0,0 days 02:00:00,0.92578,55.0,128.0,17.0,0.49609,0.16016,0.23047,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,51.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4373529.911613489,1656303.3773454572,POINT (10.59364399110555 37.98446227385291)
479,480,2020.08.19 04:00:00,2020.08.19 02:00:00,7200.0,0 days 02:00:00,0.94922,112.0,62.0,11.0,0.69922,0.14453,0.03516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4372282.3040151,1656288.642299523,POINT (10.57954399101149 37.98441527385202)
480,481,2020.08.19 06:00:00,2020.08.19 04:00:00,7200.0,0 days 02:00:00,0.62891,45.0,92.0,71.0,0.31641,0.01172,0.12109,0.05859,0.01953,0.01953,0.06641,0.00391,0.00391,0.00391,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4371525.207512073,1656562.3929081834,POINT (10.571009 37.98695099216856)
481,482,2020.08.19 08:00:00,2020.08.19 06:00:00,7200.0,0 days 02:00:00,0.91016,5.0,1158.0,65.0,0.01953,0.01172,0.23828,0.21484,0.19922,0.12109,0.09766,0.00391,0.00391,0.00391,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,4370807.388152969,1658183.9843363399,POINT (10.563018 38.00171399217602)
482,483,2020.08.19 10:00:00,2020.08.19 08:00:00,7200.0,0 days 02:00:00,0.93359,44.0,156.0,67.0,0.27734,0.01953,0.34766,0.18359,0.01172,0.01953,0.03516,0.00391,0.00391,0.00391,39.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4369662.344318391,1660968.4948812309,POINT (10.55027835863077 38.02705635467553)
483,484,2020.08.19 12:00:00,2020.08.19 10:00:00,7200.0,0 days 02:00:00,0.87891,31.0,184.0,89.0,0.23828,0.06641,0.06641,0.02734,0.03516,0.02734,0.26172,0.13672,0.00391,0.00391,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4369237.470124517,1663051.633756063,POINT (10.545625 38.04598599219836)
484,485,2020.08.19 14:00:00,2020.08.19 12:00:00,7200.0,0 days 02:00:00,0.91797,36.0,189.0,71.0,0.41797,0.03516,0.05078,0.02734,0.01953,0.04297,0.28516,0.00391,0.00391,0.00391,33.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4369436.012596302,1664057.9363711572,POINT (10.547944 38.05510399220294)
485,486,2020.08.19 16:00:00,2020.08.19 14:00:00,7200.0,0 days 02:00:00,0.91797,32.0,219.0,71.0,0.41797,0.01172,0.02734,0.02734,0.01953,0.02734,0.35547,0.00391,0.00391,0.00391,28.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4369217.345773447,1665199.8659473904,POINT (10.545553183958 38.06547953721793)
486,487,2020.08.19 18:00:00,2020.08.19 16:00:00,7200.0,0 days 02:00:00,0.90234,24.0,240.0,61.0,0.24609,0.01172,0.06641,0.09766,0.11328,0.15234,0.19141,0.00391,0.00391,0.00391,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4368554.207679889,1666889.2671402595,POINT (10.53817126438389 38.08085078739021)
487,488,2020.08.19 20:00:00,2020.08.19 18:00:00,7200.0,0 days 02:00:00,0.92578,46.0,159.0,33.0,0.41797,0.05078,0.26953,0.16016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,44.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4367602.313974366,1668919.8821752642,POINT (10.52754149815557 38.09933518514045)
488,489,2020.08.19 22:00:00,2020.08.19 20:00:00,7200.0,0 days 02:00:00,0.94922,113.0,53.0,15.0,0.76172,0.02734,0.08984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366650.420268843,1670950.4972102689,POINT (10.516906 38.11781799223459)
489,490,2020.08.20 00:00:00,2020.08.19 22:00:00,7200.0,0 days 02:00:00,0.95703,134.0,58.0,1.0,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,133.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4365672.703613566,1674681.8476883397,POINT (10.506087 38.1517309922517)
490,491,2020.08.20 02:00:00,2020.08.20 00:00:00,7200.0,0 days 02:00:00,0.87109,131.0,48.0,1.0,0.79297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366465.617089309,1678443.3531196045,POINT (10.51532798968667 38.18580890293803)
491,492,2020.08.20 04:00:00,2020.08.20 02:00:00,7200.0,0 days 02:00:00,0.94922,132.0,52.0,1.0,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4367422.592760952,1682388.2442276948,POINT (10.52645169386874 38.22153792618436)
492,493,2020.08.20 06:00:00,2020.08.20 04:00:00,7200.0,0 days 02:00:00,0.91797,98.0,68.0,55.0,0.58984,0.01172,0.19141,0.02734,0.01953,0.01172,0.00391,0.00391,0.00391,0.00391,95.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4366991.697733033,1684860.5855187578,POINT (10.52173759069168 38.24399302622231)
493,494,2020.08.20 08:00:00,2020.08.20 06:00:00,7200.0,0 days 02:00:00,0.90234,111.0,59.0,1.0,0.83203,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4365008.869809654,1685676.991315968,POINT (10.49929905104373 38.2515191019591)
494,495,2020.08.20 10:00:00,2020.08.20 08:00:00,7200.0,0 days 02:00:00,0.92578,77.0,85.0,21.0,0.71484,0.01172,0.16016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363026.041886273,1686493.3971131784,POINT (10.47685555060384 38.25903985321112)
495,496,2020.08.20 12:00:00,2020.08.20 10:00:00,7200.0,0 days 02:00:00,0.83984,92.0,67.0,61.0,0.66797,0.00391,0.05859,0.01172,0.01172,0.01172,0.01953,0.00391,0.00391,0.00391,91.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4361043.213962893,1687309.8029103887,POINT (10.45440709007584 38.26655527798119)
496,497,2020.08.20 14:00:00,2020.08.20 12:00:00,7200.0,0 days 02:00:00,0.96484,79.0,87.0,19.0,0.75391,0.02734,0.12109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357700.672601019,1687228.3804985965,POINT (10.41647229074864 38.26598923165068)
497,498,2020.08.20 16:00:00,2020.08.20 14:00:00,7200.0,0 days 02:00:00,0.94922,68.0,84.0,65.0,0.55859,0.00391,0.23828,0.03516,0.01953,0.01953,0.02734,0.00391,0.00391,0.00391,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4352882.0891627455,1686967.7217262678,POINT (10.36178 38.26384699230804)
498,499,2020.08.20 18:00:00,2020.08.20 16:00:00,7200.0,0 days 02:00:00,0.97266,74.0,110.0,21.0,0.70703,0.01172,0.19922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,72.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4351013.199771199,1688748.518994315,POINT (10.34065424820255 38.28007914134763)
499,500,2020.08.20 20:00:00,2020.08.20 18:00:00,7200.0,0 days 02:00:00,0.91797,47.0,140.0,27.0,0.72266,0.02734,0.08984,0.04297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4349144.310379653,1690529.3162623623,POINT (10.31951840377877 38.29630631845873)
500,501,2020.08.20 22:00:00,2020.08.20 20:00:00,7200.0,0 days 02:00:00,0.95703,50.0,138.0,3.0,0.92578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4347275.420988106,1692310.1135304095,POINT (10.29837245898667 38.31252852008425)
501,502,2020.08.21 00:00:00,2020.08.20 22:00:00,7200.0,0 days 02:00:00,0.95703,69.0,100.0,1.0,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345406.53159656,1694090.9107984568,POINT (10.27721640608262 38.32874574266252)
502,503,2020.08.21 02:00:00,2020.08.21 00:00:00,7200.0,0 days 02:00:00,0.97266,95.0,74.0,1.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343537.642205014,1695871.708066504,POINT (10.2560502373213 38.34495798262719)
503,504,2020.08.21 04:00:00,2020.08.21 02:00:00,7200.0,0 days 02:00:00,0.98047,98.0,72.0,1.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341668.752813468,1697652.5053345512,POINT (10.23487394495575 38.36116523640731)
504,505,2020.08.21 06:00:00,2020.08.21 04:00:00,7200.0,0 days 02:00:00,0.93359,42.0,156.0,95.0,0.29297,0.01172,0.23047,0.14453,0.02734,0.02734,0.08203,0.07422,0.01172,0.00391,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4339883.324781152,1698384.9016231785,POINT (10.214606 38.36785599236029)
505,506,2020.08.21 08:00:00,2020.08.21 06:00:00,7200.0,0 days 02:00:00,0.92578,45.0,148.0,77.0,0.48047,0.01172,0.26172,0.05078,0.01953,0.01953,0.03516,0.01172,0.00391,0.00391,41.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4336126.347420109,1699520.530793938,POINT (10.17193485813817 38.37824269094525)
506,507,2020.08.21 10:00:00,2020.08.21 08:00:00,7200.0,0 days 02:00:00,0.96484,77.0,91.0,21.0,0.75391,0.06641,0.08984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4332369.3700590655,1700656.1599646974,POINT (10.12925063337145 38.38861026253141)
507,508,2020.08.21 12:00:00,2020.08.21 10:00:00,7200.0,0 days 02:00:00,0.98047,95.0,74.0,3.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328612.392698023,1701791.789135457,POINT (10.08655333821831 38.39895869703177)
508,509,2020.08.21 14:00:00,2020.08.21 12:00:00,7200.0,0 days 02:00:00,0.98828,102.0,70.0,7.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4324855.415336979,1702927.4183062166,POINT (10.04384298524739 38.4092879843651)
509,510,2020.08.21 16:00:00,2020.08.21 14:00:00,7200.0,0 days 02:00:00,0.94141,46.0,146.0,73.0,0.48828,0.01172,0.30859,0.02734,0.01953,0.01953,0.04297,0.00391,0.00391,0.00391,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4321098.437975936,1704063.047476976,POINT (10.00111958707748 38.41959811445606)
510,511,2020.08.21 18:00:00,2020.08.21 16:00:00,7200.0,0 days 02:00:00,0.94922,52.0,126.0,63.0,0.63672,0.01172,0.10547,0.03516,0.02734,0.05078,0.05078,0.00391,0.00391,0.00391,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4318093.086016099,1705894.570084968,POINT (9.966929999999996 38.43620399239452)
511,512,2020.08.21 20:00:00,2020.08.21 18:00:00,7200.0,0 days 02:00:00,0.98047,50.0,148.0,57.0,0.76172,0.01172,0.15234,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4315617.474024451,1706469.341893374,POINT (9.938761910576227 38.44140315157213)
512,513,2020.08.21 22:00:00,2020.08.21 20:00:00,7200.0,0 days 02:00:00,0.97266,75.0,92.0,1.0,0.92578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4313141.862032804,1707044.1137017796,POINT (9.910589483055466 38.44659400444122)
513,514,2020.08.22 00:00:00,2020.08.21 22:00:00,7200.0,0 days 02:00:00,0.98047,60.0,119.0,1.0,0.94922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4310666.250041156,1707618.8855101855,POINT (9.882412722083268 38.45177654878583)
514,515,2020.08.22 02:00:00,2020.08.22 00:00:00,7200.0,0 days 02:00:00,0.98828,65.0,109.0,1.0,0.94922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4308190.6380495075,1708193.6573185914,POINT (9.854231632312823 38.45695078239178)
515,516,2020.08.22 04:00:00,2020.08.22 02:00:00,7200.0,0 days 02:00:00,0.91797,50.0,132.0,1.0,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4305715.02605786,1708768.429126997,POINT (9.826046218404993 38.46211670304676)
516,517,2020.08.22 06:00:00,2020.08.22 04:00:00,7200.0,0 days 02:00:00,0.95703,50.0,136.0,77.0,0.66016,0.01172,0.16797,0.01172,0.01172,0.01172,0.01953,0.03516,0.00391,0.00391,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4303239.414066212,1709343.200935403,POINT (9.797856485028241 38.46727430854034)
517,518,2020.08.22 08:00:00,2020.08.22 06:00:00,7200.0,0 days 02:00:00,0.96484,66.0,107.0,67.0,0.76953,0.01172,0.08984,0.01172,0.01172,0.01172,0.02734,0.00391,0.00391,0.00391,63.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4300298.777086816,1710307.336880768,POINT (9.764356999999999 38.47594199241438)
518,519,2020.08.22 10:00:00,2020.08.22 08:00:00,7200.0,0 days 02:00:00,0.95703,81.0,85.0,1.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4297439.485931868,1711691.725147774,POINT (9.731759807528531 38.48841179646729)
519,520,2020.08.22 12:00:00,2020.08.22 10:00:00,7200.0,0 days 02:00:00,0.77734,81.0,69.0,1.0,0.72266,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4294580.194776921,1713076.11341478,POINT (9.699150540481108 38.50087033222464)
520,521,2020.08.22 14:00:00,2020.08.22 12:00:00,7200.0,0 days 02:00:00,0.91016,81.0,79.0,25.0,0.69922,0.01172,0.14453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4291720.903621973,1714460.501681786,POINT (9.666529198818402 38.51331759266032)
521,522,2020.08.22 16:00:00,2020.08.22 14:00:00,7200.0,0 days 02:00:00,0.93359,34.0,202.0,71.0,0.41797,0.01172,0.03516,0.02734,0.02734,0.08984,0.30078,0.00391,0.00391,0.00391,31.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4288248.264990374,1715325.8849932537,POINT (9.626934999999998 38.5210199924369)
522,523,2020.08.22 18:00:00,2020.08.22 16:00:00,7200.0,0 days 02:00:00,0.87109,70.0,82.0,73.0,0.37109,0.00391,0.05078,0.05078,0.15234,0.08984,0.08203,0.02734,0.00391,0.00391,68.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4287815.999274245,1714977.241944668,POINT (9.622028999999996 38.51783899243534)
523,524,2020.08.22 20:00:00,2020.08.22 18:00:00,7200.0,0 days 02:00:00,0.94922,8.0,919.0,45.0,0.18359,0.03516,0.50391,0.12109,0.08203,0.01953,0.00391,0.00391,0.00391,0.00391,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4284866.626274996,1715208.2116402884,POINT (9.58842287123549 38.51979545218866)
524,525,2020.08.22 22:00:00,2020.08.22 20:00:00,7200.0,0 days 02:00:00,0.91797,13.0,486.0,23.0,0.23828,0.16797,0.49609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4281633.405367527,1714996.412877292,POINT (9.551608303543519 38.51770978168773)
525,526,2020.08.23 00:00:00,2020.08.22 22:00:00,7200.0,0 days 02:00:00,0.93359,19.0,354.0,17.0,0.33203,0.17578,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278400.184460059,1714784.6141142952,POINT (9.514795999999997 38.51560999243421)
526,527,2020.08.23 02:00:00,2020.08.23 00:00:00,7200.0,0 days 02:00:00,0.94141,19.0,374.0,15.0,0.38672,0.11328,0.42578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273833.380679231,1715298.1404306341,POINT (9.462745099527861 38.51998998456776)
